semester,crn,subject,code,section,kind,days,start,end,start_date,end_date,total_space,taken_space
202230,30015,ACSE,4101,A,LEC,T,1805,2055,2022-09-07,2022-12-09,80,21
202230,30016,ACSE,4101,A1E,TUT,F,0835,1125,2022-09-19,2022-12-09,80,21
202310,10014,AERO,2001,C,LEC,TR,1435,1525,2023-01-09,2023-04-12,35,35
202230,30018,AERO,2001,L1,LAB,WF,1135,1325,2022-09-07,2022-12-09,70,58
202310,10015,AERO,2001,L1,LAB,TR,1135,1325,2023-01-09,2023-04-12,70,63
202310,10013,AERO,2001,B,LEC,WF,1335,1425,2023-01-09,2023-04-12,35,28
202230,30017,AERO,2001,A,LEC,TR,1135,1225,2022-09-07,2022-12-09,70,58
202310,10019,AERO,3002,L3,LAB,F,1435,1725,2023-01-09,2023-04-12,40,22
202310,10018,AERO,3002,L2,LAB,F,0835,1125,2023-01-09,2023-04-12,40,33
202310,10017,AERO,3002,L1,LAB,M,1435,1725,2023-01-09,2023-04-12,40,40
202310,10016,AERO,3002,A,LEC,TR,1435,1555,2023-01-09,2023-04-12,120,95
202310,10020,AERO,3101,A,LEC,TR,1005,1125,2023-01-09,2023-04-12,30,27
202310,10021,AERO,3101,A1,TUT,M,1605,1725,2023-01-09,2023-04-12,30,27
202230,30020,AERO,3240,A1,TUT,W,1335,1425,2022-09-07,2022-12-09,45,43
202230,30019,AERO,3240,A,LEC,WF,1435,1555,2022-09-07,2022-12-09,45,43
202230,30022,AERO,3700,A1,TUT,T,1335,1425,2022-09-07,2022-12-09,75,62
202230,30021,AERO,3700,A,LEC,TR,1005,1125,2022-09-07,2022-12-09,75,62
202310,10024,AERO,3841,L2,LAB,F,0835,1125,2023-01-09,2023-04-12,20,11
202310,10022,AERO,3841,A,LEC,WF,1435,1555,2023-01-09,2023-04-12,40,31
202310,10023,AERO,3841,L1,LAB,W,0835,1125,2023-01-09,2023-04-12,20,20
202230,30023,AERO,4003,A,LEC,TR,1005,1125,2022-09-07,2022-12-09,80,55
202230,30024,AERO,4003,L1,LAB,R,1435,1725,2022-09-07,2022-12-09,40,27
202230,30025,AERO,4003,L2,LAB,T,1435,1725,2022-09-07,2022-12-09,40,28
202310,10025,AERO,4009,A,LEC,T,1805,2055,2023-01-09,2023-04-12,45,26
202230,30026,AERO,4302,A,LEC,TR,0835,0955,2022-09-07,2022-12-09,45,34
202230,30027,AERO,4302,L1,PAN,W,0835,1025,2022-09-07,2022-12-09,45,34
202310,10026,AERO,4304,A,LEC,TR,0835,0955,2023-01-09,2023-04-12,45,13
202230,30028,AERO,4306,A,LEC,MW,1435,1555,2022-09-07,2022-12-09,45,36
202310,10027,AERO,4308,A,LEC,TR,1305,1425,2023-01-09,2023-04-12,45,45
202230,35949,AERO,4402,A,LEC,M,1805,2055,2022-09-07,2022-12-09,40,30
202310,10028,AERO,4402,A,LEC,,,,,,0,0
202310,10029,AERO,4442,A,LEC,TR,1605,1725,2023-01-09,2023-04-12,45,27
202230,30029,AERO,4446,A,LEC,MW,1435,1555,2022-09-07,2022-12-09,45,27
202310,10030,AERO,4504,A,LEC,TR,1605,1725,2023-01-09,2023-04-12,45,25
202230,30030,AERO,4540,A,LEC,MW,1605,1725,2022-09-07,2022-12-09,45,27
202310,10031,AERO,4602,A,LEC,TR,0835,0955,2023-01-09,2023-04-12,45,32
202230,30031,AERO,4608,A,LEC,WF,1135,1255,2022-09-07,2022-12-09,45,44
202230,30032,AERO,4842,A,LEC,TR,1135,1255,2022-09-07,2022-12-09,45,34
202230,30038,AFRI,1001,A05,GRP,F,1335,1425,2022-09-07,2022-12-09,25,1
202230,30039,AFRI,1001,A06,GRP,F,1435,1525,2022-09-07,2022-12-09,25,1
202230,30033,AFRI,1001,A,LEC,F,1135,1325,2022-09-07,2022-12-09,150,78
202230,30034,AFRI,1001,A01,GRP,F,1335,1425,2022-09-07,2022-12-09,25,25
202230,30035,AFRI,1001,A02,GRP,F,1435,1525,2022-09-07,2022-12-09,25,25
202230,30036,AFRI,1001,A03,GRP,F,1335,1425,2022-09-07,2022-12-09,25,24
202230,30037,AFRI,1001,A04,GRP,F,1435,1525,2022-09-07,2022-12-09,25,2
202310,10032,AFRI,1002,A,LEC,F,1435,1625,2023-01-09,2023-04-12,150,41
202310,10033,AFRI,1002,A01,GRP,F,1635,1725,2023-01-09,2023-04-12,25,24
202310,10034,AFRI,1002,A02,GRP,F,1735,1825,2023-01-09,2023-04-12,25,9
202310,10035,AFRI,1002,A03,GRP,F,1635,1725,2023-01-09,2023-04-12,25,2
202310,10036,AFRI,1002,A04,GRP,F,1735,1825,2023-01-09,2023-04-12,25,1
202310,10037,AFRI,1002,A05,GRP,F,1635,1725,2023-01-09,2023-04-12,25,5
202310,10038,AFRI,1002,A06,GRP,F,1735,1825,2023-01-09,2023-04-12,25,0
202230,30040,AFRI,2002,A,LEC,T,1435,1725,2022-09-07,2022-12-09,80,17
202230,30041,AFRI,2003,A,LEC,R,1135,1425,2022-09-07,2022-12-09,80,10
202310,10039,AFRI,2004,A,LEC,R,1435,1725,2023-01-09,2023-04-12,60,9
202230,30042,AFRI,3001,A,LEC,F,1435,1725,2022-09-07,2022-12-09,60,4
202310,10040,AFRI,3004,A,LEC,M,1805,2055,2023-01-09,2023-04-12,60,0
202310,10041,AFRI,3200,A,LEC,T,1135,1425,2023-01-09,2023-04-12,60,3
202230,30043,AFRI,3609,A,LEC,M,1435,1525,2022-09-07,2022-12-09,10,5
202230,30044,AFRI,3609,AF,FLM,M,1135,1425,2022-09-07,2022-12-09,10,5
202310,10042,AFRI,3900,W,PLA,,,,2023-01-09,2023-04-12,2,0
202230,30045,AFRI,3900,F,PLA,,,,2022-09-07,2022-12-09,2,0
202310,10043,AFRI,3916,A,WKS,R,1135,1425,2023-01-09,2023-04-12,10,0
202310,10044,AFRI,4000,A,SEM,W,1435,1725,2023-01-09,2023-04-12,20,2
202310,10045,AFRI,4003,A,SEM,R,0835,1125,2023-01-09,2023-04-12,15,8
202230,30046,AFRI,4050,F,SEM,T,1435,1725,2022-09-07,2022-12-09,10,1
202230,30047,AFRI,4900,A,TUT,,,,2022-09-07,2022-12-09,5,0
202230,30053,ALDS,1001,A,LEC,TR,1435,1555,2022-09-07,2022-12-09,58,34
202310,10050,ALDS,1001,B,LEC,TR,1805,1925,2023-01-09,2023-04-12,58,16
202230,30054,ALDS,1001,W,LEC,,,,2022-09-07,2022-12-09,999,49
202230,30055,ALDS,2201,A,LEC,TR,1435,1555,2022-09-07,2022-12-09,50,31
202310,10051,ALDS,2202,A,LEC,TR,1435,1555,2023-01-09,2023-04-12,58,31
202230,30056,ALDS,2203,A,LEC,TR,1135,1255,2022-09-07,2022-12-09,54,40
202230,30057,ALDS,2604,A,LEC,TR,1005,1125,2022-09-07,2022-12-09,84,8
202310,10052,ALDS,2604,B,LEC,MW,1005,1125,2023-01-09,2023-04-12,96,14
202230,30058,ALDS,2704,A,LEC,MW,1605,1725,2022-09-07,2022-12-09,50,20
202310,10053,ALDS,2705,A,LEC,MW,1935,2055,2023-01-09,2023-04-12,50,22
202230,30059,ALDS,3202,A,LEC,MW,1435,1555,2022-09-07,2022-12-09,55,13
202230,30060,ALDS,3401,A,LEC,MW,1305,1425,2022-09-07,2022-12-09,30,8
202310,10054,ALDS,3402,A,LEC,F,1135,1425,2023-01-09,2023-04-12,30,8
202310,10055,ALDS,3405,A,LEC,MW,1135,1255,2023-01-09,2023-04-12,30,15
202310,10056,ALDS,3414,A,SEM,MW,1435,1555,2023-01-09,2023-04-12,30,8
202230,30061,ALDS,3604,A,LEC,MW,1135,1255,2022-09-07,2022-12-09,78,4
202310,10057,ALDS,3801,A,SEM,MW,1435,1555,2023-01-09,2023-04-12,20,10
202310,10058,ALDS,3900,A,IND,,,,2023-01-09,2023-04-12,1,0
202230,30062,ALDS,3900,A,IND,,,,2022-09-07,2022-12-09,1,0
202230,30063,ALDS,3901,A,IND,,,,2022-09-07,2022-12-09,1,0
202310,10059,ALDS,3901,B,IND,,,,2023-01-09,2023-04-12,1,0
202310,10060,ALDS,3903,A,LEC,TR,1305,1425,2023-01-09,2023-04-12,100,43
202310,10061,ALDS,3903,B,LEC,TR,1005,1125,2023-01-09,2023-04-12,40,12
202310,10062,ALDS,4201,A,LEC,TR,1135,1255,2023-01-09,2023-04-12,20,6
202310,10063,ALDS,4206,A,PRC,M,1235,1425,2023-01-09,2023-04-12,30,11
202230,30064,ALDS,4206,A,PRC,M,1235,1425,2022-09-07,2022-12-09,30,11
202310,10064,ALDS,4209,A,SEM,MW,1805,1925,2023-01-09,2023-04-12,15,4
202230,30065,ALDS,4305,A,SEM,TR,1935,2055,2022-09-07,2022-12-09,25,12
202310,10065,ALDS,4306,A,SEM,MW,0935,1125,2023-01-09,2023-04-12,25,10
202230,30066,ALDS,4404,A,SEM,TR,1605,1725,2022-09-07,2022-12-09,30,6
202230,30067,ALDS,4405,A,SEM,TR,1005,1125,2022-09-07,2022-12-09,29,10
202230,30068,ALDS,4414,A,SEM,WF,1135,1255,2022-09-07,2022-12-09,30,11
202310,10066,ALDS,4415,A,SEM,MW,1305,1425,2023-01-09,2023-04-12,30,4
202230,30069,ALDS,4602,A,LEC,MW,1605,1725,2022-09-07,2022-12-09,35,24
202230,30070,ALDS,4606,A,SEM,R,1435,1725,2022-09-07,2022-12-09,30,1
202230,30071,ALDS,4709,A,LEC,F,1135,1425,2022-09-07,2022-12-09,25,7
202230,30072,ALDS,4801,A,LEC,,,,,,30,0
202310,15601,ALDS,4801,A,LEC,TR,1435,1555,2023-01-09,2023-04-12,30,30
202310,10067,ALDS,4900,A,IND,,,,2023-01-09,2023-04-12,1,0
202230,30073,ALDS,4900,A,IND,,,,2022-09-07,2022-12-09,1,0
202230,30074,ALDS,4901,A,IND,,,,2022-09-07,2022-12-09,1,0
202310,10068,ALDS,4901,B,IND,,,,2023-01-09,2023-04-12,1,0
202230,30075,ALDS,4908,A,HON,,,,2022-09-07,2022-12-09,5,0
202310,10069,ALDS,4908,A,HON,,,,2023-01-09,2023-04-12,5,0
202310,10107,ANTH,1001,C09,GRP,F,1735,1825,2023-01-09,2023-04-12,30,25
202310,10108,ANTH,1001,C10,GRP,F,1735,1825,2023-01-09,2023-04-12,0,0
202310,10109,ANTH,1001,C11,GRP,F,1735,1825,2023-01-09,2023-04-12,0,0
202310,10110,ANTH,1001,C12,GRP,F,1735,1825,2023-01-09,2023-04-12,0,0
202310,10102,ANTH,1001,C04,GRP,F,1635,1725,2023-01-09,2023-04-12,30,6
202310,10103,ANTH,1001,C05,GRP,F,1635,1725,2023-01-09,2023-04-12,0,0
202310,10104,ANTH,1001,C06,GRP,F,1635,1725,2023-01-09,2023-04-12,0,0
202310,10105,ANTH,1001,C07,GRP,F,1735,1825,2023-01-09,2023-04-12,30,30
202310,10106,ANTH,1001,C08,GRP,F,1735,1825,2023-01-09,2023-04-12,30,30
202310,10101,ANTH,1001,C03,GRP,F,1635,1725,2023-01-09,2023-04-12,30,30
202310,10100,ANTH,1001,C02,GRP,F,1635,1725,2023-01-09,2023-04-12,30,30
202310,10099,ANTH,1001,C01,GRP,F,1635,1725,2023-01-09,2023-04-12,30,30
202310,10098,ANTH,1001,C,LEC,F,1435,1625,2023-01-09,2023-04-12,360,181
202230,30116,ANTH,1001,A06,GRP,R,1035,1125,2022-09-07,2022-12-09,0,0
202230,30117,ANTH,1001,A07,GRP,R,1035,1125,2022-09-07,2022-12-09,0,0
202230,30118,ANTH,1001,A08,GRP,R,1035,1125,2022-09-07,2022-12-09,0,0
202230,30119,ANTH,1001,A09,GRP,R,1135,1225,2022-09-07,2022-12-09,28,28
202230,30120,ANTH,1001,A10,GRP,R,1135,1225,2022-09-07,2022-12-09,28,28
202230,30121,ANTH,1001,A11,GRP,R,1135,1225,2022-09-07,2022-12-09,23,23
202230,30122,ANTH,1001,A12,GRP,R,1135,1225,2022-09-07,2022-12-09,23,11
202230,30123,ANTH,1001,A13,GRP,R,1135,1225,2022-09-07,2022-12-09,28,5
202230,30124,ANTH,1001,A14,GRP,R,1135,1225,2022-09-07,2022-12-09,0,0
202230,30125,ANTH,1001,A15,GRP,R,1135,1225,2022-09-07,2022-12-09,0,0
202230,30126,ANTH,1001,A16,GRP,R,1135,1225,2022-09-07,2022-12-09,0,0
202230,30127,ANTH,1001,B,LEC,M,1805,1955,2022-09-07,2022-12-09,300,144
202230,30128,ANTH,1001,B01,GRP,M,2005,2055,2022-09-07,2022-12-09,50,50
202230,30129,ANTH,1001,B02,GRP,M,2005,2055,2022-09-07,2022-12-09,50,50
202230,30130,ANTH,1001,B03,GRP,M,2005,2055,2022-09-07,2022-12-09,50,44
202230,30131,ANTH,1001,B04,GRP,M,2005,2055,2022-09-07,2022-12-09,0,0
202230,30132,ANTH,1001,B05,GRP,M,2005,2055,2022-09-07,2022-12-09,0,0
202230,30133,ANTH,1001,B06,GRP,M,2005,2055,2022-09-07,2022-12-09,0,0
202230,30115,ANTH,1001,A05,GRP,R,1035,1125,2022-09-07,2022-12-09,25,25
202230,30110,ANTH,1001,A,LEC,R,0835,1025,2022-09-07,2022-12-09,414,225
202230,30111,ANTH,1001,A01,GRP,R,1035,1125,2022-09-07,2022-12-09,30,30
202230,30112,ANTH,1001,A02,GRP,R,1035,1125,2022-09-07,2022-12-09,25,25
202230,30113,ANTH,1001,A03,GRP,R,1035,1125,2022-09-07,2022-12-09,25,25
202230,30114,ANTH,1001,A04,GRP,R,1035,1125,2022-09-07,2022-12-09,25,25
202310,10119,ANTH,1002,B08,GRP,M,2005,2055,2023-01-09,2023-04-12,0,0
202310,10118,ANTH,1002,B07,GRP,M,2005,2055,2023-01-09,2023-04-12,0,0
202310,10117,ANTH,1002,B06,GRP,M,2005,2055,2023-01-09,2023-04-12,0,0
202310,10116,ANTH,1002,B05,GRP,M,2005,2055,2023-01-09,2023-04-12,44,1
202310,10114,ANTH,1002,B03,GRP,M,2005,2055,2023-01-09,2023-04-12,44,2
202230,30134,ANTH,1002,A,LEC,F,1435,1625,2022-09-07,2022-12-09,200,60
202230,30135,ANTH,1002,A1,GRP,F,1635,1725,2022-09-07,2022-12-09,50,47
202230,30136,ANTH,1002,A2,GRP,F,1635,1725,2022-09-07,2022-12-09,0,0
202230,30137,ANTH,1002,A3,GRP,F,1735,1825,2022-09-07,2022-12-09,50,13
202230,30138,ANTH,1002,A4,GRP,F,1735,1825,2022-09-07,2022-12-09,0,0
202310,10111,ANTH,1002,B,LEC,M,1805,1955,2023-01-09,2023-04-12,370,96
202310,10112,ANTH,1002,B01,GRP,M,2005,2055,2023-01-09,2023-04-12,44,44
202310,10113,ANTH,1002,B02,GRP,M,2005,2055,2023-01-09,2023-04-12,44,43
202310,10115,ANTH,1002,B04,GRP,M,2005,2055,2023-01-09,2023-04-12,44,6
202310,10120,ANTH,2001,A,LEC,F,0835,1125,2023-01-09,2023-04-12,75,32
202230,30139,ANTH,2001,A,LEC,F,0835,1125,2022-09-07,2022-12-09,75,32
202230,30140,ANTH,2020,A,LEC,M,1135,1425,2022-09-07,2022-12-09,90,13
202230,30143,ANTH,2060,A2,TUT,R,1435,1525,2022-09-07,2022-12-09,15,1
202230,30144,ANTH,2060,A3,TUT,,,,,,30,0
202230,30145,ANTH,2060,A4,TUT,,,,,,30,0
202230,30141,ANTH,2060,A,LEC,R,1135,1325,2022-09-07,2022-12-09,60,16
202230,30142,ANTH,2060,A1,TUT,R,1335,1425,2022-09-07,2022-12-09,30,15
202310,10121,ANTH,2070,B,LEC,W,1805,2055,2023-01-09,2023-04-12,60,60
202230,30146,ANTH,2180,A,LEC,R,1135,1425,2022-09-07,2022-12-09,100,12
202310,10122,ANTH,2500,B,LEC,T,1805,2055,2023-01-09,2023-04-12,60,60
202230,30147,ANTH,2550,A,LEC,F,1435,1725,2022-09-07,2022-12-09,100,42
202310,10123,ANTH,2550,B,LEC,M,1135,1425,2023-01-09,2023-04-12,100,53
202310,10124,ANTH,2610,B,LEC,W,1135,1425,2023-01-09,2023-04-12,60,12
202310,10125,ANTH,2620,B,LEC,M,1805,2055,2023-01-09,2023-04-12,60,7
202230,30148,ANTH,2645,A,LEC,W,1135,1425,2022-09-07,2022-12-09,60,29
202230,30149,ANTH,2690,A,LEC,W,1435,1725,2022-09-07,2022-12-09,50,9
202230,30153,ANTH,2815,A3,GRP,T,1805,1855,2022-09-07,2022-12-09,30,0
202230,30154,ANTH,2815,A4,GRP,W,0935,1025,2022-09-07,2022-12-09,30,0
202230,35814,ANTH,2815,B,LEC,,,,,,50,0
202230,30155,ANTH,2815,C,LEC,M,1135,1425,2022-09-07,2022-12-09,120,10
202230,30152,ANTH,2815,A2,GRP,T,1435,1525,2022-09-07,2022-12-09,30,5
202230,30150,ANTH,2815,A,LEC,T,1135,1325,2022-09-07,2022-12-09,120,13
202230,30151,ANTH,2815,A1,GRP,T,1335,1425,2022-09-07,2022-12-09,30,8
202310,10126,ANTH,2825,B,LEC,R,1805,2055,2023-01-09,2023-04-12,60,10
202230,30156,ANTH,2850,A,LEC,W,1805,2055,2022-09-07,2022-12-09,60,11
202310,10127,ANTH,2850,B,LEC,R,1135,1425,2023-01-09,2023-04-12,60,25
202230,30157,ANTH,2915,A,TUT,,,,2022-09-07,2022-12-09,99,0
202310,10128,ANTH,2925,B,TUT,,,,2023-01-09,2023-04-12,99,0
202230,30158,ANTH,3005,A,LEC,M,1135,1425,2022-09-07,2022-12-09,50,17
202230,30159,ANTH,3007,A,LEC,T,1135,1425,2022-09-07,2022-12-09,50,10
202310,10129,ANTH,3008,B,LEC,W,1135,1425,2023-01-09,2023-04-12,50,17
202310,10130,ANTH,3010,B,LEC,T,0835,1125,2023-01-09,2023-04-12,50,37
202230,30160,ANTH,3020,A,LEC,F,1135,1425,2022-09-07,2022-12-09,70,6
202310,10131,ANTH,3027,B,LEC,R,1135,1425,2023-01-09,2023-04-12,65,11
202230,30161,ANTH,3027,A,LEC,W,0835,1125,2022-09-07,2022-12-09,60,7
202310,10132,ANTH,3045,B,LEC,R,1435,1725,2023-01-09,2023-04-12,70,15
202230,30162,ANTH,3215,A,LEC,R,0835,1125,2022-09-07,2022-12-09,60,24
202310,10133,ANTH,3225,B,LEC,TR,1605,1725,2023-01-09,2023-04-12,60,15
202310,10134,ANTH,3225,C,LEC,M,1135,1425,2023-01-09,2023-04-12,60,6
202230,35818,ANTH,3310,A,LEC,F,1435,1725,2022-09-07,2022-12-09,60,8
202310,10135,ANTH,3355,B,LEC,M,1805,2055,2023-01-09,2023-04-12,60,18
202230,30163,ANTH,3570,A,LEC,R,1435,1725,2022-09-07,2022-12-09,50,9
202230,30164,ANTH,3915,A,TUT,,,,2022-09-07,2022-12-09,99,0
202310,10136,ANTH,3925,B,TUT,,,,2023-01-09,2023-04-12,99,0
202310,10137,ANTH,3999,A,WRK,,,,2023-01-09,2023-04-12,15,0
202230,30165,ANTH,3999,A,WRK,,,,2022-09-07,2022-12-09,15,0
202310,10138,ANTH,4000,B,FIE,,,,2023-01-09,2023-04-12,25,0
202310,10139,ANTH,4020,B,SEM,T,1435,1725,2023-01-09,2023-04-12,25,4
202230,30166,ANTH,4109,A,SEM,T,1135,1425,2022-09-07,2022-12-09,25,15
202310,15709,ANTH,4171,A,CAP,F,1135,1425,2023-01-09,2023-04-12,25,1
202230,30167,ANTH,4171,A,CAP,,,,,,25,0
202310,10141,ANTH,4215,C,SEM,T,1135,1425,2023-01-09,2023-04-12,20,7
202230,30168,ANTH,4215,A,SEM,W,1435,1725,2022-09-07,2022-12-09,25,4
202310,10140,ANTH,4215,B,SEM,M,1135,1425,2023-01-09,2023-04-12,20,1
202310,10144,ANTH,4225,D,SEM,R,1135,1425,2023-01-09,2023-04-12,20,2
202230,35954,ANTH,4225,B,SEM,F,1135,1425,2022-09-07,2022-12-09,20,13
202310,10142,ANTH,4225,B,SEM,,,,,,20,0
202310,10143,ANTH,4225,C,SEM,R,1805,2055,2023-01-09,2023-04-12,25,2
202230,30169,ANTH,4355,A,SEM,M,1435,1725,2022-09-07,2022-12-09,20,9
202310,10145,ANTH,4590,A,SEM,W,0835,1125,2023-01-09,2023-04-12,25,3
202230,30170,ANTH,4590,A,SEM,W,0835,1125,2022-09-07,2022-12-09,25,3
202230,30171,ANTH,4610,A,SEM,R,1805,2055,2022-09-07,2022-12-09,20,10
202230,30172,ANTH,4730,A,SEM,T,1435,1725,2022-09-07,2022-12-09,25,9
202310,10146,ANTH,4730,B,SEM,W,1435,1725,2023-01-09,2023-04-12,25,14
202310,10148,ANTH,4900,C,RES,,,,2023-01-09,2023-04-12,25,0
202230,30174,ANTH,4900,C,RES,,,,2022-09-07,2022-12-09,25,0
202230,30173,ANTH,4900,A,RES,W,0835,1125,2022-09-07,2022-12-09,25,6
202310,10147,ANTH,4900,A,RES,W,0835,1125,2023-01-09,2023-04-12,25,6
202230,30175,ANTH,4915,A,TUT,,,,2022-09-07,2022-12-09,2,0
202310,10149,ANTH,4925,A,TUT,,,,2023-01-09,2023-04-12,2,0
202230,30194,ARAB,1110,A,SEM,M,1235,1425,2022-09-07,2022-12-09,30,11
202310,10170,ARAB,2110,A,SEM,F,1135,1325,2023-01-09,2023-04-12,30,9
202310,10171,ARCC,1202,A,LEC,W,1435,1725,2023-01-09,2023-04-12,98,62
202230,30195,ARCC,2202,A,LEC,W,0835,1125,2022-09-07,2022-12-09,160,118
202230,30196,ARCC,2203,A,LEC,W,1805,2055,2022-09-07,2022-12-09,130,107
202310,10172,ARCC,3202,A,LEC,F,0835,1125,2023-01-09,2023-04-12,60,34
202230,30197,ARCC,3202,A,LEC,F,0835,1125,2022-09-07,2022-12-09,85,30
202230,30198,ARCC,3502,F,LEC,,,,,,20,0
202310,10173,ARCC,4202,A,LEC,M,1435,1725,2023-01-09,2023-04-12,5,0
202310,10174,ARCC,4202,A1O,PAN,M,1135,1425,2023-01-09,2023-04-12,5,0
202310,10175,ARCC,4207,A,LEC,M,1805,2055,2023-01-09,2023-04-12,20,8
202310,10176,ARCC,4500,A,LEC,R,1805,2055,2023-01-09,2023-04-12,98,43
202230,30203,ARCH,1000,A,LEC,T,0835,1125,2022-09-07,2022-12-09,210,202
202230,30204,ARCH,2006,A,LEC,F,0835,1125,2022-09-07,2022-12-09,15,8
202310,10179,ARCH,2101,A,LEC,F,1135,1425,2023-01-09,2023-04-12,15,2
202230,30205,ARCH,2300,C,LEC,M,0835,1125,2022-09-07,2022-12-09,120,101
202310,10180,ARCH,4002,B,LEC,R,0835,1125,2023-01-09,2023-04-12,60,18
202310,10181,ARCH,4105,A,LEC,T,0835,1125,2023-01-09,2023-04-12,96,54
202230,30206,ARCH,4200,A,LEC,T,1135,1425,2022-09-07,2022-12-09,80,45
202310,10182,ARCH,4201,A,LEC,W,1435,1725,2023-01-09,2023-04-12,60,23
202230,30207,ARCH,4206,A,LEC,M,0835,1125,2022-09-07,2022-12-09,60,60
202310,10183,ARCH,4505,A,LEC,T,1005,1255,2023-01-09,2023-04-12,40,6
202230,30208,ARCH,4801,B,LEC,,,,,,15,0
202310,15805,ARCH,4801,B,LEC,T,1805,2055,2023-01-09,2023-04-12,15,11
202310,10184,ARCH,4808,B,IND,,,,2023-01-09,2023-04-12,5,0
202310,10199,ARCN,1005,A,LEC,M,1135,1425,2023-01-09,2023-04-12,100,60
202310,10211,ARCN,2105,A8,LAB,F,0835,1125,2023-01-09,2023-04-12,18,18
202310,10212,ARCN,2105,A9,LAB,W,1135,1425,2023-01-09,2023-04-12,18,1
202310,10210,ARCN,2105,A7,LAB,M,1135,1425,2023-01-09,2023-04-12,18,2
202310,10208,ARCN,2105,A5,LAB,T,0835,1125,2023-01-09,2023-04-12,18,18
202310,10209,ARCN,2105,A6,LAB,M,0835,1125,2023-01-09,2023-04-12,18,0
202310,10207,ARCN,2105,A4,LAB,W,0835,1125,2023-01-09,2023-04-12,18,18
202310,10206,ARCN,2105,A3,LAB,W,1135,1425,2023-01-09,2023-04-12,18,16
202310,10205,ARCN,2105,A2,LAB,F,0835,1125,2023-01-09,2023-04-12,18,18
202310,10204,ARCN,2105,A12,LAB,M,0835,1125,2023-01-09,2023-04-12,18,2
202310,10203,ARCN,2105,A11,LAB,T,0835,1125,2023-01-09,2023-04-12,18,18
202310,10200,ARCN,2105,A,LEC,R,0835,1125,2023-01-09,2023-04-12,220,147
202310,10201,ARCN,2105,A1,LAB,M,1135,1425,2023-01-09,2023-04-12,18,18
202310,10202,ARCN,2105,A10,LAB,W,0835,1125,2023-01-09,2023-04-12,18,18
202230,30227,ARCN,2106,A4,LAB,W,1435,1725,2022-09-07,2022-12-09,20,20
202230,30228,ARCN,2106,A5,LAB,R,1805,2055,2022-09-07,2022-12-09,20,17
202230,30223,ARCN,2106,A,LEC,W,0835,1125,2022-09-07,2022-12-09,100,97
202230,30224,ARCN,2106,A1,LAB,R,1435,1725,2022-09-07,2022-12-09,20,20
202230,30225,ARCN,2106,A2,LAB,M,1435,1725,2022-09-07,2022-12-09,20,20
202230,30226,ARCN,2106,A3,LAB,F,0835,1125,2022-09-07,2022-12-09,20,20
202230,30229,ARCN,3003,A,WKS,TW,1805,2055,2022-09-07,2022-12-09,10,0
202310,10213,ARCN,3999,A,WRK,,,,2023-01-09,2023-04-12,15,0
202230,30230,ARCN,3999,A,WRK,,,,2022-09-07,2022-12-09,15,0
202230,30234,ARCN,4100,A3,LAB,F,0835,1125,2022-09-07,2022-12-09,6,6
202230,30233,ARCN,4100,A2,LAB,F,1135,1425,2022-09-07,2022-12-09,7,7
202230,30232,ARCN,4100,A1,LAB,W,1435,1725,2022-09-07,2022-12-09,7,2
202230,30231,ARCN,4100,A,LEC,R,0835,1125,2022-09-07,2022-12-09,20,15
202310,10216,ARCN,4200,A2,LAB,F,1435,1725,2023-01-09,2023-04-12,10,5
202310,10215,ARCN,4200,A1,LAB,F,1135,1425,2023-01-09,2023-04-12,10,10
202310,10214,ARCN,4200,A,LEC,R,0835,1125,2023-01-09,2023-04-12,20,15
202230,30239,ARCS,1005,A,STU,TF,1235,1525,2022-09-07,2022-12-09,100,98
202310,10221,ARCS,1105,A,STU,TF,1235,1625,2023-01-09,2023-04-12,100,75
202230,30243,ARCS,2105,D,STU,MWF,1235,1625,2022-09-07,2022-12-09,15,0
202230,30242,ARCS,2105,C,STU,MWF,1235,1625,2022-09-07,2022-12-09,15,0
202230,30241,ARCS,2105,B,STU,MWF,1235,1625,2022-09-07,2022-12-09,15,0
202230,30240,ARCS,2105,A,STU,MWF,1235,1625,2022-09-07,2022-12-09,60,57
202310,10222,ARCS,2106,A,STU,MWF,1235,1625,2023-01-09,2023-04-12,60,53
202310,10223,ARCS,2106,B,STU,MWF,1235,1625,2023-01-09,2023-04-12,15,0
202310,10224,ARCS,2106,C,STU,MWF,1235,1625,2023-01-09,2023-04-12,15,0
202310,10225,ARCS,2106,D,STU,MWF,1235,1625,2023-01-09,2023-04-12,15,0
202310,10226,ARCS,2302,A,STU,MR,1235,1625,2023-01-09,2023-04-12,20,10
202230,30244,ARCS,2303,F,LEC,TR,1235,1625,2022-09-07,2022-12-09,20,18
202230,35879,ARCS,2304,A,STU,MR,1235,1625,2022-09-07,2022-12-09,20,13
202230,30245,ARCS,3105,A,STU,MWF,1235,1625,2022-09-07,2022-12-09,60,54
202230,30246,ARCS,3105,B,STU,MWF,1235,1625,2022-09-07,2022-12-09,15,0
202230,30247,ARCS,3105,C,STU,MWF,1235,1625,2022-09-07,2022-12-09,15,0
202230,30248,ARCS,3105,D,STU,MWF,1235,1625,2022-09-07,2022-12-09,15,0
202310,10231,ARCS,3107,E,STU,MR,1235,1625,2023-01-09,2023-04-12,15,0
202310,10227,ARCS,3107,A,STU,MR,1235,1625,2023-01-09,2023-04-12,60,48
